"","FollowNumber","Name","Age","DiversityScore"
"2096","7006","lupus","7",1.86671819785603
"2097","6485","lupus","7",1.51130830516137
"2098","6496","lupus","7",0.577552228089241
"2099","6515","lupus","7",0.660125048851256
"2100","6516","lupus","7",1.34561099842924
"2101","6520","lupus","7",0.788864500319623
"2102","6533","lupus","7",1.07765320772116
"2103","6535","lupus","7",1.48026048384709
"2104","6538","lupus","7",1.855688693519
"2105","6908","lupus","7",0.601923971732289
"2106","6909","lupus","7",1.62859833711888
"2107","6910","lupus","7",1.51786141417212
"2108","6967","lupus","7",1.77273090871478
"2109","1798","zulia","4",1.77426365199844
"2110","1603","zulia","4",1.35455629718171
"2111","1803","zulia","4",1.81113184743462
"2112","4974","dagul","6",1.30060960110151
"2113","4972","dagul","6",1.02711691033805
"2114","5040","dagul","6",1.1076130160978
"2115","5047","dagul","6",0.860224754648423
"2116","9161","taki","2",1.7275785903418
"2117","9157","taki","2",1.89910145047598
"2118","9167","taki","2",1.35288451794781
"2119","9535","taki","2",0.619494064475699
"2120","9537","taki","2",0.72337355852493
"2121","9539","taki","2",0.982248058523527
"2122","9541","taki","2",0.873603300175624
"2123","9543","taki","2",1.37677509915747
"2124","6020","senja","7",0.932425179894733
"2125","6023","senja","7",0.822846480271941
"2126","5071","senja","7",1.14748292374472
"2127","6021","senja","7",1.35195376047398
"2128","4616","telur","2",1.2265728556298
"2129","6664","telur","5",1.78549766856261
"2130","4652","telur","2",1.91518886371364
"2131","6667","telur","5",0.831142887355183
"2132","4602","telur","2",1.06085694715802
"2133","4612","telur","2",1.3353438743732
"2134","6663","telur","5",1.51069639952098
"2135","6669","telur","5",1.21944031922495
"2136","421","beth","7",2.09117545599995
"2137","415","beth","7",1.94870148399753
"2138","385","beth","7",1.63782765826566
"2139","419","beth","7",1.84870189578506
"2140","388","beth","7",0.801790186868207
"2141","384","beth","7",1.31040059878208
"2142","420","beth","7",2.23174867731076
"2143","428","beth","7",1.45688651270042
"2144","418","beth","7",1.29697900372716
"2145","398","beth","7",1.6948950976245
"2146","413","beth","7",1.44844473872689
"2147","426","beth","7",1.51391096409742
"2148","427","beth","7",1.09087455251656
"2149","395","beth","7",1.36544173352785
"2150","407","beth","7",0.969298903535278
"2151","386","beth","7",1.3893601891414
"2152","400","beth","7",0.915236606559238
"2153","404","beth","7",1.56402381543439
"2154","416","beth","7",1.50104511083975
"2155","417","beth","7",1.51520591506364
"2156","424","beth","7",1.40934650082473
"2157","429","beth","7",1.64104616029289
"2158","3644","cili","5",1.79464368039343
"2159","4758","guntur","3",1.46158395245297
"2160","4683","guntur","3",1.54276518640911
"2161","4707","guntur","3",1.36664115020904
"2162","4691","guntur","3",2.00035828884582
"2163","4693","guntur","3",0.852074130875539
"2164","4709","guntur","3",1.28662215875926
"2165","4756","guntur","3",0.62944726630753
"2166","4662","guntur","3",0.829989344363203
"2167","4664","guntur","3",1.76994181716396
"2168","4689","guntur","3",1.15340395542424
"2169","4695","guntur","3",0.172673388545772
"2170","9774","riley","2",1.66223542333407
"2171","9430","riley","2",1.72342881066189
"2172","9857","riley","2",1.47606844482204
"2173","8842","riley","1",0.514937061083827
"2174","8846","riley","1",0.415835647803504
"2175","8850","riley","1",0.376969885200518
"2176","8852","riley","1",0.489319154811381
"2177","8858","riley","1",0.703135771060126
"2178","8860","riley","1",0.902439570422292
"2179","8862","riley","1",0.409998968210843
"2180","8871","riley","1",0.813179355627419
"2181","8873","riley","1",0.971121120472555
"2182","8875","riley","1",0.696847985904698
"2183","8877","riley","1",0.725706389309081
"2184","8879","riley","1",0.643306732789903
"2185","8968","riley","1",0.621113650273035
"2186","8970","riley","1",0.537042810912426
"2187","9019","riley","1",0.678830582412816
"2188","9044","riley","1",1.72215794676866
"2189","9048","riley","1",0.983240111730462
"2190","9052","riley","1",0.843749349868421
"2191","9054","riley","1",0.874949542945329
"2192","9433","riley","2",1.3967812527355
"2193","9435","riley","2",1.20182138211545
"2194","9439","riley","2",0.560603372613432
"2195","9444","riley","2",1.12999675670625
"2196","9573","riley","2",1.64528625463289
"2197","9766","riley","2",1.2298247383391
"2198","9768","riley","2",1.56287729750404
"2199","9770","riley","2",0.622221266611407
"2200","9778","riley","2",0.274656982770628
"2201","9861","riley","2",1.50802764293396
"2202","10068","riley","2",1.73257839177478
"2203","10070","riley","2",1.25736042692043
"2204","10074","riley","2",1.50072955914951
"2205","1622","bones","7",2.5527060021611
"2206","1624","bones","7",1.42620127070474
"2207","6341","wadi","7",1.23377129422275
"2208","6343","wadi","7",0.648800203952254
"2209","6338","wadi","7",0.597400951380992
"2210","6339","wadi","7",0.149070169588634
"2211","10726","fml27may23","7",0.496812846851951
"2212","50","sam","7",1.78406869607287
"2213","52","sam","7",1.76038714124293
"2214","6480","logan","7",1.70992496076812
"2215","6898","logan","7",2.03212990066732
"2216","4811","logan","7",0.736115787675253
"2217","4814","logan","7",0.923374768742619
"2218","4815","logan","7",0.787043039507501
"2219","6900","logan","7",1.40697684882882
"2220","6902","logan","7",1.57792685390304
"2221","5346","fery","2",1.76610343710553
"2222","5308","fery","2",1.55918175179389
"2223","4953","fery","2",1.64962605091106
"2224","4719","fery","2",2.09503923821269
"2225","4723","fery","2",1.36589598685292
"2226","4905","fery","2",1.57056701700868
"2227","4907","fery","2",1.82174826956373
"2228","4948","fery","2",1.10655432511417
"2229","4950","fery","2",1.43570750958272
"2230","5312","fery","2",0.801434095061504
"2231","5341","fery","2",1.51422883200004
"2232","4804","ijal","2",2.06950236508027
"2233","4813","ijal","2",0.957610178701427
"2234","4798","ijal","2",1.1958181550141
"2235","4800","ijal","2",1.0429872427864
"2236","4807","ijal","2",0.807602516596662
"2237","4809","ijal","2",0.627061781624699
"2238","5221","aminah","5",1.91744844632092
"2239","6536","lupus
","7",1.16251619665351
"2240","4162","jupiter","7",1.49061532329507
"2241","576","bujang ficus","7",1.77451665762428
"2242","465","bujang ficus","7",1.19121209260327
"2243","573","bujang ficus","7",1.1679514290987
"2244","457","bujang ficus","7",0.812916380558445
"2245","524","bujang ficus","7",1.80840578365273
"2246","459","bujang ficus","7",1.45258319323804
"2247","461","bujang ficus","7",1.29138161781817
"2248","463","bujang ficus","7",1.17156866653978
"2249","469","bujang ficus","7",0.898517863696257
"2250","471","bujang ficus","7",0.746053030222217
"2251","522","bujang ficus","7",1.38303757134291
"2252","369","frank","7",1.04602315122553
"2253","493","frank","7",1.76047156154866
"2254","489","frank","7",0.786437025783722
"2255","327","frank","7",0.315670782078729
"2256","333","frank","7",0.708846730850004
"2257","364","frank","7",1.09606702393758
"2258","365","frank","7",1.73764095497298
"2259","368","frank","7",0.931784217462852
"2260","371","frank","7",0.96585947063598
"2261","372","frank","7",1.11325370439573
"2262","373","frank","7",1.25500560995238
"2263","492","frank","7",1.65587506770464
"2264","6038","anik","3",1.23298670015966
"2265","7385","ronnie","3",1.26283165538201
"2266","7722","ronnie","3",1.22882804405792
"2267","7257","ronnie","3",1.35170323616882
"2268","7255","ronnie","3",1.38140713931305
"2269","7272","ronnie","3",0.684970017998171
"2270","7719","ronnie","3",0.343439531093597
"2271","9607","fml11may22","7",0.852443287877412
"2272","9604","fml11may22","7",0.618608887736359
"2273","9605","fml11may22","7",0.630567799901522
"2274","9606","fml11may22","7",0.710250567099907
"2275","3531","farag","2",0.960621612417851
"2276","4959","jv23oct09","4",1.02390606857907
"2277","4956","jv23oct09","4",0.636263403197422
"2278","289","female 10","7",2.40397392015045
"2279","1862","arnold","4",0.53754441247354
"2280","1873","arnold","4",0.436958794446328
"2281","2674","fl14may99","3",1.04574294755252
"2282","3550","nunu","3",1.61323762638599
"2283","3647","cabe","1",0.36555436708173
"2284","4378","keiko","1",0.206922778921675
"2285","4381","keiko","1",0.491796856741418
"2286","4386","keiko","1",0.139599648609418
"2287","4388","keiko","1",0.206174210651895
"2288","4390","keiko","1",0.633659240314219
"2289","4455","keiko","1",0.270179521338842
"2290","4481","keiko","1",0.407926349223399
"2291","4486","keiko","1",0.17512178597382
"2292","4490","keiko","1",0.692012964831874
"2293","4408","kendra","1",0.500402423538188
"2294","4416","kendra","1",0.296555080549429
"2295","4419","kendra","1",0.358511451625456
"2296","4422","kendra","1",0.0170029926414084
"2297","4543","kendra","1",0.290202028927062
"2298","4608","if26nov08","1",0.656945599338783
"2299","6399","kamil","1",0.573595231319353
"2300","6403","kamil","1",0.325082973391448
"2301","6868","fl9oct15","7",0.998122794360141
"2302","7181","juv27oct16","5",0.946154674153804
"2303","7209","gaya","7",1.3723455869556
"2304","7211","gaya","7",1.06527041849755
"2305","7286","januari","5",1.26020909801731
"2306","7769","fml2aug2018","7",0.841731861742332
"2307","8352","winnie","1",0.946979974928353
"2308","8356","winnie","1",0.130979321749101
"2309","8596","winnie","1",1.39403476732245
"2310","9620","if22may22","1",0.330863486546974
"2311","9623","if22may22","1",0.398124193296799
"2312","9626","if22may22","1",0.346496268136756
"2313","9629","if22may22","1",0.361294206601445
"2314","9633","if22may22","1",0.240778326669427
"2315","9635","if22may22","1",0.378114533907506
"2316","9637","if22may22","1",0.260930708429403
"2317","9641","if22may22","1",0.402174999226358
"2318","9714","if22may22","1",0.675523793262175
"2319","9720","if22may22","1",0.207547194949479
"2320","9724","if22may22","1",0.303901612614371
"2321","9728","if22may22","1",0.571912881075965
"2322","9916","if22may22","1",0.0341085348871112
"2323","9920","if22may22","1",1.29941702032116
"2324","9925","if22may22","1",0.680629487891663
"2325","9928","if22may22","1",0.664184639590748
"2326","9931","if22may22","1",0.528873008437174
"2327","9934","if22may22","1",0.813943479469461
"2328","9994","tara","1",0.483172108549876
"2329","9998","tara","1",0.419479104179318
"2330","10094","tara","1",0.543352182052062
"2331","10096","tara","1",0.43133811539365
"2332","10098","tara","1",1.22899147387688
"2333","10100","tara","1",0.489865109139137
"2334","10115","tara","1",0.648761916188986
"2335","10117","tara","1",0.382475549958408
"2336","10146","tara","1",0.488519523309143
"2337","10159","tara","1",0.629374819905877
"2338","10163","tara","1",0.570135194321587
"2339","10165","tara","1",0.678938670961434
"2340","10167","tara","1",1.22304260605645
"2341","10170","tara","1",0.605450243181978
"2342","10230","tara","1",1.42319211055098
"2343","10235","tara","1",0.729043921452028
"2344","10239","tara","1",1.10882886453803
"2345","10250","tara","1",0.982376733567272
"2346","10533","tara","1",0.942944401608501
"2347","10535","tara","1",1.39247877013041
"2348","10538","tara","1",1.61773420567409
"2349","10540","tara","1",1.5399107741016
"2350","10544","tara","1",1.01735862859921
"2351","10690","tara","1",0.871860181157609
"2352","100259","fml07okt23_rk","7",1.73777019644661
