"","FollowNumber","Name","Age","DiversityScore"
"719","1781","misha","4",1.61015991142153
"720","2389","misha","4",1.99316409438702
"721","2991","misha","5",1.37671817435155
"722","2858","misha","5",1.71896050442392
"723","1766","misha","4",1.70146026872838
"724","518","misha","3",0.734629205914826
"725","608","misha","3",2.01082178330797
"726","847","misha","3",1.37510336744127
"727","996","misha","4",1.73917326358813
"728","999","misha","4",2.29816206538972
"729","1109","misha","4",2.06494596658566
"730","1275","misha","4",1.17150020766883
"731","1789","misha","4",2.22448211431637
"732","1812","misha","4",1.31336027534932
"733","1819","misha","4",1.39767989478672
"734","1866","misha","4",1.53801923615952
"735","2159","misha","4",1.83397066149917
"736","2167","misha","4",1.08385435316395
"737","3214","misha","5",1.66930288816178
"738","4219","misha","6",1.24106741622169
"739","4223","misha","6",1.6419552055821
"740","4225","misha","6",1.76002661625144
"741","1018","misha","4",2.00156709254683
"742","1031","misha","4",1.50717070446894
"743","1014","misha","4",1.00813596136292
"744","1025","misha","4",1.80769479822044
"745","1037","misha","4",2.34372118991291
"746","1044","misha","4",1.94419138287193
"747","2165","misha","4",1.69692296757214
"748","2498","misha","5",1.43615357449392
"749","2539","misha","5",1.61313756768483
"750","4143","misha","6",1.41275899636657
"751","619","misha","3",2.13229511590632
"752","665","misha","3",1.29170011830957
"753","673","misha","3",1.46405505891288
"754","679","misha","3",1.69547816692162
"755","756","misha","3",1.19960417051532
"756","819","misha","3",1.13352921246496
"757","903","misha","3",1.98311209507369
"758","988","misha","4",1.32739156083646
"759","993","misha","4",1.27511893315448
"760","1005","misha","4",1.69648740506548
"761","1028","misha","4",1.96051055794703
"762","1138","misha","4",1.61849692578193
"763","1151","misha","4",1.34686255010619
"764","1259","misha","4",2.14755680251231
"765","1449","misha","4",1.90215285746622
"766","1488","misha","4",1.65810388658097
"767","1762","misha","4",1.23592838484246
"768","1834","misha","4",1.49950836081846
"769","1927","misha","4",1.16977414676217
"770","1962","misha","4",1.81854801786651
"771","1976","misha","4",1.52989147120771
"772","2009","misha","4",1.99739855034366
"773","2040","misha","4",1.86081631260016
"774","2044","misha","4",1.53876042306554
"775","2270","misha","4",1.27206293392017
"776","2290","misha","4",1.19851563505979
"777","2295","misha","4",0.538267453228341
"778","2656","misha","5",1.12197064575049
"779","2852","misha","5",1.62770205921041
"780","3202","misha","5",1.14168355005775
"781","3709","misha","6",1.86267149432065
"782","3743","misha","6",1.08490367723169
"783","3812","misha","6",2.19636852130213
"784","4153","misha","6",1.04898706096605
"785","4165","misha","6",1.05584971735847
"786","4213","misha","6",0.790127201664802
"787","4218","misha","6",1.0649008212905
"788","4234","misha","6",0.479714666149184
"789","4318","misha","6",0.347008927961677
"790","4327","misha","6",0.512723096745552
"791","4401","misha","6",1.12191686374585
"792","4405","misha","6",0.761501377705672
"793","1326","roman","7",1.19119753916826
"794","3390","roman","7",1.32216738616647
"795","3520","roman","7",1.65841015917274
"796","852","roman","7",1.49226124247672
"797","3368","roman","7",1.65448067659962
"798","848","roman","7",1.49381714562687
"799","3805","roman","7",1.19469640005978
"800","3383","roman","7",1.31933152195837
"801","2430","roman","7",1.76317720241066
"802","3322","roman","7",1.77988059101772
"803","3207","roman","7",1.56380006777882
"804","3168","roman","7",1.68693871961016
"805","1557","roman","7",1.59320835042643
"806","2013","roman","7",2.44766159126372
"807","1393","roman","7",1.89287730268393
"808","3425","roman","7",1.57758360958459
"809","3156","roman","7",2.07519181849155
"810","3394","roman","7",2.16481645626011
"811","1953","roman","7",2.18197154311423
"812","3389","roman","7",1.88270092596136
"813","397","roman","7",1.31833747333943
"814","2610","roman","7",1.4195157596723
"815","3972","roman","7",1.85193550780581
"816","3952","roman","7",1.7611620013446
"817","237","roman","7",0.992526162360228
"818","4183","roman","7",1.93618463356096
"819","2616","roman","7",1.76949236127355
"820","807","roman","7",2.04949482567037
"821","1389","roman","7",1.9868892279851
"822","1959","roman","7",2.51667450715689
"823","2983","roman","7",1.93038758081107
"824","2600","roman","7",1.21138108602283
"825","3104","roman","7",1.66239814759193
"826","695","roman","7",1.20121955926184
"827","3653","roman","7",2.29495041872069
"828","1329","roman","7",1.35366186210132
"829","1332","roman","7",2.09890170665647
"830","1666","roman","7",1.89201738654376
"831","838","roman","7",2.17882470243836
"832","540","roman","7",2.23024544964599
"833","3173","roman","7",1.64251382766384
"834","1401","roman","7",1.99318646282476
"835","1925","roman","7",1.33289443262383
"836","2605","roman","7",2.23813092426757
"837","3011","roman","7",2.26900918220974
"838","1660","roman","7",1.56959925948488
"839","448","roman","7",2.39410957748059
"840","3386","roman","7",2.08582949272341
"841","939","roman","7",1.61298839680919
"842","3147","roman","7",2.059890643637
"843","234","roman","7",1.35265767094894
"844","527","roman","7",1.98280211318907
"845","3375","roman","7",1.64112500655332
"846","1668","roman","7",2.20457157812651
"847","1656","roman","7",1.49335183835258
"848","3313","roman","7",1.21365429631555
"849","1128","roman","7",1.92313945918955
"850","3429","roman","7",1.92037118395185
"851","946","roman","7",1.99454731379055
"852","1101","roman","7",1.86390750220624
"853","1588","roman","7",1.81854873776154
"854","978","roman","7",2.28957786518879
"855","3138","roman","7",2.2934919009557
"856","714","roman","7",1.46838899319283
"857","1397","roman","7",1.85888619713932
"858","1967","roman","7",2.14892107660105
"859","2021","roman","7",2.07141607178224
"860","3311","roman","7",1.87698294244771
"861","486","roman","7",1.63473680197241
"862","2081","roman","7",1.46366852689435
"863","3596","roman","7",1.6411001708547
"864","307","roman","7",2.21354029930246
"865","409","roman","7",1.03149054379793
"866","689","roman","7",1.51706703874895
"867","2052","roman","7",1.86919796325547
"868","3432","roman","7",1.72187027697195
"869","3142","roman","7",2.26568737621698
"870","3303","roman","7",0.791415254306447
"871","3433","roman","7",2.02289546642644
"872","1963","roman","7",2.44413627097388
"873","2568","roman","7",0.657482439767026
"874","197","roman","7",1.3557856350149
"875","1920","roman","7",1.89073757606226
"876","2033","roman","7",1.69347415856726
"877","3620","roman","7",2.16738230732217
"878","3734","roman","7",1.13608800522796
"879","3190","roman","7",0.884157823332165
"880","2005","roman","7",2.05144346575897
"881","1937","roman","7",2.3575899909689
"882","4166","roman","7",2.02139564995661
"883","521","roman","7",1.94974789497042
"884","1931","roman","7",1.92947647459676
"885","2580","roman","7",1.4287927103414
"886","3318","roman","7",1.88055404911707
"887","2059","roman","7",1.93340516343934
"888","1597","roman","7",1.60907176100529
"889","2010","roman","7",2.52632071727229
"890","3176","roman","7",1.96198098213115
"891","496","roman","7",0.942214520298228
"892","2014","roman","7",2.73210484381164
"893","2058","roman","7",1.4730365865946
"894","2291","roman","7",1.4355399628183
"895","2296","roman","7",2.33694849044378
"896","3182","roman","7",1.42356492067975
"897","485","roman","7",1.57970015251278
"898","2725","roman","7",1.80189433120807
"899","3428","roman","7",1.90243529178823
"900","2960","roman","7",2.30656865563287
"901","443","roman","7",1.65403201151712
"902","1093","roman","7",1.52060553298379
"903","2595","roman","7",2.16542235063886
"904","3079","roman","7",2.20609460468199
"905","4161","roman","7",1.57010139069996
"906","3646","roman","7",2.05329492430787
"907","487","roman","7",1.62635281486281
"908","1658","roman","7",1.92659390603158
"909","2815","roman","7",2.08127234215567
"910","2054","roman","7",2.0369466654591
"911","2958","roman","7",2.04194198516898
"912","195","roman","7",1.21500913971939
"913","715","roman","7",1.74987833111065
"914","1928","roman","7",1.41523849372873
"915","2157","roman","7",1.6824033191743
"916","2306","roman","7",1.78565430702389
"917","3224","roman","7",1.18379360738847
"918","3305","roman","7",1.55785112697611
"919","3758","roman","7",1.29236771385495
"920","3174","roman","7",1.86079365016415
"921","3178","roman","7",2.09783274271087
"922","3209","roman","7",1.20302587828461
"923","3522","roman","7",1.76171975880304
"924","3803","roman","7",2.03368836400421
"925","961","roman","7",1.96613592750271
"926","224","roman","7",1.33658223003193
"927","399","roman","7",0.834991711743401
"928","687","roman","7",1.63346158756014
"929","1006","roman","7",1.73863237890494
"930","2015","roman","7",2.59405022154107
"931","3502","roman","7",1.27174418369334
"932","976","roman","7",2.30543453312569
"933","802","roman","7",0.584763327387975
"934","1593","roman","7",1.43885297734315
"935","3205","roman","7",1.51763267640788
"936","3211","roman","7",2.08869803999427
"937","3222","roman","7",0.887819372544774
"938","3431","roman","7",1.64215949586572
"939","3947","roman","7",1.31645654632057
"940","4174","roman","7",1.75046317279256
"941","965","roman","7",1.54393111854937
"942","1922","roman","7",2.00571792517179
"943","377","roman","7",1.13982976870102
"944","391","roman","7",1.02005341861888
"945","412","roman","7",1.59652141480209
"946","1987","roman","7",2.35141442590383
"947","2104","roman","7",1.9374019327241
"948","2585","roman","7",1.33170191332795
"949","2590","roman","7",1.36710972699074
"950","2934","roman","7",1.02659048518507
"951","2943","roman","7",1.80096158372842
"952","394","roman","7",1.11705212050145
"953","401","roman","7",1.6420600964313
"954","3446","roman","7",1.05524615191105
"955","449","roman","7",1.19503363627684
"956","512","roman","7",0.827393212404831
"957","960","roman","7",1.63385326127767
"958","2055","roman","7",1.4884767293486
"959","243","roman","7",1.70773054538608
"960","977","roman","7",1.70486897454395
"961","1914","roman","7",1.03851828920483
"962","2000","roman","7",1.78450221925905
"963","2952","roman","7",1.61545659436367
"964","3515","roman","7",1.98732054135466
"965","523","roman","7",0.950970756645109
"966","203","roman","7",1.6409518857556
"967","208","roman","7",1.05260478329136
"968","221","roman","7",1.27470499330577
"969","228","roman","7",0.410482597560576
"970","233","roman","7",1.42445637328072
"971","303","roman","7",0.969512008290355
"972","320","roman","7",0.695772805210507
"973","374","roman","7",1.3441641415596
"974","375","roman","7",0.951662932238509
"975","376","roman","7",0.208106289543337
"976","403","roman","7",1.02006611900407
"977","446","roman","7",1.83121566870671
"978","450","roman","7",1.19836239875438
"979","542","roman","7",0.736798533898073
"980","584","roman","7",1.01734391885844
"981","730","roman","7",1.80277633338693
"982","952","roman","7",1.52108260098407
"983","957","roman","7",1.2309379707656
"984","997","roman","7",1.39884459487683
"985","1127","roman","7",1.50299371635835
"986","1130","roman","7",1.35610047235212
"987","1663","roman","7",1.8021457794828
"988","1948","roman","7",0.946640368488992
"989","1972","roman","7",1.57182144731851
"990","1977","roman","7",1.93773026793619
"991","1982","roman","7",2.4472865853923
"992","1991","roman","7",1.60887924124154
"993","1995","roman","7",1.47656121829415
"994","2025","roman","7",1.59386814931529
"995","2037","roman","7",0.791087124523272
"996","2041","roman","7",1.86331473167636
"997","2048","roman","7",2.1834251677441
"998","2050","roman","7",1.71671933149898
"999","2051","roman","7",2.30365608356854
"1000","2053","roman","7",1.83509867194699
"1001","2073","roman","7",1.56165236031089
"1002","2099","roman","7",1.14118765502546
"1003","2153","roman","7",0.450561208866305
"1004","2586","roman","7",1.52882718290336
"1005","2704","roman","7",1.24514196928558
"1006","2713","roman","7",1.68952622271471
"1007","2722","roman","7",2.20847307861798
"1008","2771","roman","7",2.04380162014601
"1009","2930","roman","7",1.2344932078291
"1010","2956","roman","7",1.01213349072585
"1011","3004","roman","7",1.22036271099937
"1012","3114","roman","7",2.263156160009
"1013","3171","roman","7",1.63599872343322
"1014","3186","roman","7",0.991534076172526
"1015","3449","roman","7",1.74542228716876
"1016","3724","roman","7",0.910851129590679
"1017","3730","roman","7",1.30733033890144
"1018","3748","roman","7",1.27208498850082
"1019","3752","roman","7",0.789330498019509
"1020","4163","roman","7",1.73370158663933
"1021","4202","roman","7",1.43194955157137
"1022","5534","betsy","5",1.06547466861866
"1023","5056","betsy","4",1.49542156909808
"1024","4980","betsy","4",1.45101576475346
"1025","5408","betsy","4",0.957067760846068
"1026","5537","betsy","5",1.11147869338108
"1027","5366","betsy","4",1.8265645514209
"1028","5439","betsy","4",1.57919943874866
"1029","5435","betsy","4",1.6403911198455
"1030","4994","betsy","4",1.26848359041257
"1031","5511","betsy","5",1.67489604063725
"1032","6365","betsy","6",1.34224328971667
"1033","5192","betsy","4",1.57500592653685
"1034","5441","betsy","4",1.82414729756009
"1035","5433","betsy","4",1.89381282637684
"1036","5284","betsy","4",1.93504597719308
"1037","6367","betsy","6",0.92174343600982
"1038","5299","betsy","4",1.8329580391178
"1039","6010","betsy","5",1.39017789786299
"1040","5905","betsy","5",0.875805545553025
"1041","5513","betsy","5",1.25778258185418
"1042","5661","betsy","5",1.6116317773428
"1043","4982","betsy","4",1.11053600698495
"1044","5306","betsy","4",1.00587100213832
"1045","5335","betsy","4",1.15441532237513
"1046","5196","betsy","4",1.84986967500973
"1047","5278","betsy","4",1.3471046275813
"1048","6015","betsy","5",1.22094448167222
"1049","5363","betsy","4",1.17120125023559
"1050","6239","betsy","6",0.368656663052857
"1051","5664","betsy","5",0.9381819478502
"1052","6009","betsy","5",1.58257065144044
"1053","5716","betsy","5",1.37488615807991
"1054","5416","betsy","4",0.746512533918342
"1055","6369","betsy","6",0.578401875956725
"1056","5390","betsy","4",1.21470829092258
"1057","4866","betsy","4",0.943999123535416
"1058","5302","betsy","4",0.911920399986365
"1059","4863","betsy","4",0.978524737441926
"1060","5410","betsy","4",1.45138709515779
"1061","5050","betsy","4",0.671910774168877
"1062","6017","betsy","5",0.67060489692051
"1063","4990","betsy","4",0.522144475714973
"1064","5152","betsy","4",1.94719241665275
"1065","5406","betsy","4",0.595979208337088
"1066","6016","betsy","5",0.89530228792898
"1067","6521","betsy","6",1.12501685967379
"1068","5684","betsy","5",1.26729117754734
"1069","5533","betsy","5",1.53827900266192
"1070","5360","betsy","4",1.66759912071935
"1071","5281","betsy","4",1.10932358886454
"1072","4860","betsy","4",1.31839682618281
"1073","4725","betsy","4",0.532341869662649
"1074","4754","betsy","4",1.18473891794169
"1075","4857","betsy","4",1.23921067373681
"1076","4998","betsy","4",1.18479882880755
"1077","5054","betsy","4",1.63113224569796
"1078","5059","betsy","4",0.0414328681373428
"1079","5062","betsy","4",1.27888254211135
"1080","5130","betsy","4",1.00118973966863
"1081","5275","betsy","4",1.7135999531499
"1082","5297","betsy","4",0.983386625717146
"1083","5310","betsy","4",1.67203827221773
"1084","5330","betsy","4",1.20213936714657
"1085","5371","betsy","4",0.600922221382598
"1086","5404","betsy","4",1.79348955969182
"1087","5412","betsy","4",1.1704205725727
"1088","5437","betsy","4",1.06393870037865
"1089","5509","betsy","5",0.747412034498452
"1090","5725","betsy","5",0.771770750284102
"1091","5892","betsy","5",0.404304418517311
"1092","6013","betsy","5",1.12794749409287
"1093","6370","betsy","6",1.24865586023044
"1094","3075","klara","3",2.00600515596723
"1095","4503","klara","4",0.861784068512648
"1096","3068","klara","3",2.15151524825175
"1097","4355","klara","4",1.34275788726069
"1098","4277","klara","4",1.39746853670162
"1099","4296","klara","4",1.61148418606535
"1100","4308","klara","4",1.63196170868557
"1101","4456","klara","4",1.05228494845595
"1102","4241","klara","4",1.23975176599651
"1103","4244","klara","4",1.53679684409245
"1104","4250","klara","4",0.803495396733696
"1105","4459","klara","4",1.55136930081027
"1106","4281","klara","4",1.18879991585127
"1107","3071","klara","3",2.48737588696072
"1108","4247","klara","4",1.24967352892372
"1109","4239","klara","4",1.10871505334778
"1110","4273","klara","4",1.43729848853334
"1111","4300","klara","4",0.877595508512582
"1112","4304","klara","4",0.786590343755474
"1113","4312","klara","4",1.55808183914758
"1114","4351","klara","4",0.592996630684446
"1115","4358","klara","4",1.23632883714807
"1116","4453","klara","4",0.721890406393967
"1117","3055","kumara","3",2.15227563149226
"1118","3290","kumara","3",1.56688721838982
"1119","3921","kumara","4",1.64553552673512
"1120","3896","kumara","4",1.81861839700367
"1121","3911","kumara","4",1.56894941082814
"1122","4193","kumara","4",1.5318262168435
"1123","3061","kumara","3",2.04319630241499
"1124","3058","kumara","3",2.03817370753968
"1125","4212","kumara","4",1.80436765917931
"1126","4189","kumara","4",1.80561715785759
"1127","3770","kumara","3",1.62527436047041
"1128","3333","kumara","3",1.88594047004517
"1129","4208","kumara","4",1.74170673389315
"1130","3767","kumara","3",1.35016087488687
"1131","3378","kumara","3",1.92125334988319
"1132","4483","kumara","4",0.932968935041707
"1133","4450","kumara","4",1.0829244670519
"1134","3870","kumara","4",1.73690919936149
"1135","3329","kumara","3",2.21550438390811
"1136","3108","kumara","3",2.48296314104759
"1137","3916","kumara","4",1.22535924613185
"1138","3773","kumara","3",1.79648965495195
"1139","3416","kumara","3",2.25183707086088
"1140","3051","kumara","3",1.93992932265233
"1141","4471","kumara","4",1.28753328944531
"1142","3339","kumara","3",1.64247739784231
"1143","4210","kumara","4",1.04738867239659
"1144","4469","kumara","4",0.554684572676278
"1145","4196","kumara","4",1.82284602510578
"1146","4437","kumara","4",1.00805962376659
"1147","3065","kumara","3",2.31166051426926
"1148","3420","kumara","3",1.89819061833649
"1149","3694","kumara","3",1.61401804644035
"1150","4099","kumara","4",1.41532916117775
"1151","4186","kumara","4",0.679677863950485
"1152","4442","kumara","4",0.857305082769615
"1153","4446","kumara","4",0.958574485880443
"1154","4467","kumara","4",0.904216340211532
"1155","4477","kumara","4",0.3531693834438
"1156","2683","sri","5",1.87045604612292
"1157","2678","sri","5",2.03465112783513
"1158","2687","sri","5",1.8654752498727
"1159","2314","sri","5",1.94177280354978
"1160","2308","sri","5",1.11006528389993
"1161","2320","sri","5",1.27048198015712
"1162","9811","bayas","4",1.32645557717773
"1163","10317","bayas","5",1.14209676751003
"1164","9908","bayas","4",1.39865573946537
"1165","10394","bayas","5",1.18027308269147
"1166","10422","bayas","5",1.53348395070678
"1167","9555","bayas","4",1.60434435684192
"1168","9561","bayas","4",0.991249965770505
"1169","9115","bayas","4",1.67494738385276
"1170","9706","bayas","4",1.3944738855628
"1171","9965","bayas","4",0.879665971686161
"1172","10338","bayas","5",1.29238563660472
"1173","10673","bayas","5",0.814912000054841
"1174","9730","bayas","4",1.11792732229193
"1175","10412","bayas","5",1.52636628229728
"1176","9738","bayas","4",1.53184120362086
"1177","9817","bayas","4",1.56294293711807
"1178","9692","bayas","4",1.04171297028332
"1179","10404","bayas","5",1.2085837455817
"1180","9806","bayas","4",1.21987196934201
"1181","10104","bayas","4",1.21384628316709
"1182","10333","bayas","5",1.32397679355897
"1183","9815","bayas","4",1.32411523058908
"1184","9696","bayas","4",1.31588003772748
"1185","9503","bayas","4",1.75319978759255
"1186","10409","bayas","5",1.81308415199878
"1187","9704","bayas","4",1.05278434572115
"1188","10315","bayas","5",1.32982442691731
"1189","9684","bayas","4",1.01027544600537
"1190","9686","bayas","4",0.754266246652044
"1191","10319","bayas","5",0.828857302669217
"1192","9366","bayas","4",1.90159858340089
"1193","9698","bayas","4",1.51410601833864
"1194","10425","bayas","5",1.27641599698722
"1195","10391","bayas","5",0.748925172510668
"1196","10406","bayas","5",1.31489053913287
"1197","7578","bayas","2",0.550553419735659
"1198","9718","bayas","4",1.40710855785531
"1199","9557","bayas","4",1.03652360238347
"1200","9547","bayas","4",1.75384292349561
"1201","9984","bayas","4",1.25853537932384
"1202","10402","bayas","5",1.06751524379188
"1203","7837","bayas","2",1.9491287233158
"1204","9734","bayas","4",1.13427351191813
"1205","9819","bayas","4",0.446653247322434
"1206","7341","bayas","2",1.91824225765669
"1207","7576","bayas","2",0.575176071745609
"1208","9368","bayas","4",1.01754933068307
"1209","9736","bayas","4",1.30739220594422
"1210","7361","bayas","2",1.46747072795755
"1211","9694","bayas","4",0.966973704822827
"1212","7851","bayas","2",1.85819038765691
"1213","10418","bayas","5",1.29474912369377
"1214","10415","bayas","5",1.1750393090823
"1215","7847","bayas","2",2.16187901269831
"1216","9498","bayas","4",1.76539838192361
"1217","9495","bayas","4",0.735603666358923
"1218","9700","bayas","4",0.734611973435315
"1219","7662","bayas","2",1.07354340923411
"1220","7628","bayas","2",0.625840429914959
"1221","9505","bayas","4",1.72966335187185
"1222","9726","bayas","4",1.07809095898555
"1223","7788","bayas","2",0.943846505198152
"1224","10679","bayas","5",0.401593827402791
"1225","7797","bayas","2",1.19516502852517
"1226","10348","bayas","5",1.132196993355
"1227","8068","bayas","2",1.38896855694815
"1228","8773","bayas","3",1.68001519546712
"1229","8785","bayas","3",0.900491516525268
"1230","7353","bayas","2",1.70667662470739
"1231","6959","bayas","1",1.16824903706451
"1232","6965","bayas","1",0.691192782003201
"1233","7016","bayas","1",1.4613655787105
"1234","7045","bayas","1",1.18161878143936
"1235","7047","bayas","1",1.05120325877707
"1236","7049","bayas","1",1.38283624535021
"1237","7161","bayas","1",0.552278442773136
"1238","7197","bayas","1",0.671415569995867
"1239","7244","bayas","2",1.32108458565037
"1240","7250","bayas","2",1.04514250743877
"1241","7252","bayas","2",1.50499842992001
"1242","7314","bayas","2",1.15555293531041
"1243","7319","bayas","2",0.539701683499987
"1244","7334","bayas","2",1.00079665636962
"1245","7448","bayas","2",0.596110249259926
"1246","7454","bayas","2",1.05102696073382
"1247","7459","bayas","2",1.12054663346479
"1248","7520","bayas","2",0.998552045780234
"1249","7522","bayas","2",1.18224315968578
"1250","7524","bayas","2",0.967650306341836
"1251","7526","bayas","2",0.854346251957909
"1252","7528","bayas","2",0.442525249609803
"1253","7546","bayas","2",0.115715209550291
"1254","7554","bayas","2",0.804748927471066
"1255","7623","bayas","2",0.935443707240628
"1256","7659","bayas","2",0.632960885978243
"1257","7745","bayas","2",0.695740612130102
"1258","7835","bayas","2",0.778199454384406
"1259","7839","bayas","2",1.38996318469307
"1260","7841","bayas","2",1.18087580857544
"1261","7843","bayas","2",1.26825700973763
"1262","7845","bayas","2",1.43503464407332
"1263","7849","bayas","2",1.81511625861842
"1264","8215","bayas","3",1.43330658872121
"1265","8757","bayas","3",1.18126563961158
"1266","8759","bayas","3",1.36190626670728
"1267","8761","bayas","3",0.589092090299123
"1268","8775","bayas","3",0.990023823806802
"1269","8779","bayas","3",0.757482246871369
"1270","8803","bayas","3",1.29563415616109
"1271","8805","bayas","3",1.3225879243013
"1272","8807","bayas","3",0.658448540062551
"1273","8809","bayas","3",1.44361340926199
"1274","8905","bayas","3",1.34827766451149
"1275","8907","bayas","3",0.162956405161012
"1276","8913","bayas","3",1.03641407635948
"1277","9034","bayas","4",0.808335119596341
"1278","9036","bayas","4",1.32841255520974
"1279","9042","bayas","4",0.226799988072577
"1280","9046","bayas","4",1.06400259328176
"1281","9050","bayas","4",0.786568407922659
"1282","9113","bayas","4",1.74477401290035
"1283","9123","bayas","4",0.683468557842441
"1284","9126","bayas","4",1.65457663306919
"1285","9128","bayas","4",1.51598823093138
"1286","9130","bayas","4",0.480135426847707
"1287","9132","bayas","4",1.31474133919824
"1288","9191","bayas","4",0.392642265539459
"1289","9193","bayas","4",1.6533119645851
"1290","9196","bayas","4",1.63092210432721
"1291","9198","bayas","4",0.677813043825813
"1292","9325","bayas","4",1.54021071005587
"1293","9358","bayas","4",1.05351248185429
"1294","9490","bayas","4",1.05566857673566
"1295","9501","bayas","4",1.58128359337453
"1296","9553","bayas","4",0.464821656905158
"1297","9559","bayas","4",0.67033842109061
"1298","9688","bayas","4",0.544554878421086
"1299","9690","bayas","4",0.364092172940948
"1300","9702","bayas","4",0.311647688797478
"1301","9712","bayas","4",0.582732771907049
"1302","9722","bayas","4",0.558465789503332
"1303","9876","bayas","4",0.981167596049562
"1304","9879","bayas","4",0.764785897049191
"1305","9882","bayas","4",0.543775423635878
"1306","9906","bayas","4",0.599471508555862
"1307","9910","bayas","4",1.14433401280275
"1308","9912","bayas","4",1.05730567775034
"1309","9960","bayas","4",1.4581640470785
"1310","9970","bayas","4",1.00733144334059
"1311","9975","bayas","4",1.0534595983401
"1312","9980","bayas","4",1.00468536217051
"1313","10106","bayas","4",0.448898588195717
"1314","10128","bayas","5",0.782632066512371
"1315","10131","bayas","5",0.179967617367999
"1316","10134","bayas","5",1.31201527627957
"1317","10343","bayas","5",0.688729855732074
"1318","10398","bayas","5",0.613436693008741
"1319","10400","bayas","5",0.152505032137866
"1320","10472","bayas","5",0.631106980705385
"1321","10682","bayas","5",0.692712192592359
"1322","10719","bayas","5",1.17946685430474
"1323","10721","bayas","5",0.766190355156501
"1324","2315","jari manis","7",1.36241210320963
"1325","2348","jari manis","7",1.78862298859816
"1326","1580","jari manis","7",2.43471659413402
"1327","1932","jari manis","7",1.08862525626279
"1328","1447","jari manis","7",2.2602884645702
"1329","2333","jari manis","7",0.846748555781606
"1330","2342","jari manis","7",2.15663231679879
"1331","1940","jari manis","7",0.856088034588385
"1332","1444","jari manis","7",2.0830039294789
"1333","1442","jari manis","7",1.65621587618306
"1334","1460","jari manis","7",2.1726088033281
"1335","1118","jari manis","7",1.34716717258896
"1336","2364","jari manis","7",1.24937971231505
"1337","2337","jari manis","7",1.69711757172516
"1338","1120","jari manis","7",1.50130912248594
"1339","1269","jari manis","7",1.96530300399345
"1340","1299","jari manis","7",1.46804648231429
"1341","1455","jari manis","7",2.46315878388511
"1342","1035","jari manis","7",2.12938375287568
"1343","1308","jari manis","7",1.22117394415945
"1344","1026","jari manis","7",2.03948464088853
"1345","1185","jari manis","7",2.18943201289377
"1346","1945","jari manis","7",1.70270156831209
"1347","1277","jari manis","7",1.93045970953266
"1348","1280","jari manis","7",2.08299686810928
"1349","1363","jari manis","7",1.9150738532358
"1350","1051","jari manis","7",2.4414628150355
"1351","1457","jari manis","7",2.56514121570601
"1352","1061","jari manis","7",2.25599690667899
"1353","1585","jari manis","7",2.47861142352363
"1354","1136","jari manis","7",2.00667395702568
"1355","1202","jari manis","7",2.42107389562114
"1356","1950","jari manis","7",1.76994359934605
"1357","1039","jari manis","7",2.18595078130882
"1358","1302","jari manis","7",2.45432735966176
"1359","2521","jari manis","7",2.01725785087291
"1360","1084","jari manis","7",2.11249953132295
"1361","1267","jari manis","7",1.64323216553223
"1362","1968","jari manis","7",1.60298654980523
"1363","2063","jari manis","7",1.94952438835272
"1364","1835","jari manis","7",1.57486579530329
"1365","1955","jari manis","7",2.01734529377284
"1366","2516","jari manis","7",2.52184433945099
"1367","2089","jari manis","7",1.6577377936552
"1368","1182","jari manis","7",1.93767821099768
"1369","1146","jari manis","7",1.38830827935126
"1370","1178","jari manis","7",2.04173330117698
"1371","2276","jari manis","7",1.58466863161336
"1372","2298","jari manis","7",1.73377452856537
"1373","1058","jari manis","7",2.53111800958601
"1374","1139","jari manis","7",1.38149880327587
"1375","1149","jari manis","7",2.05078250159018
"1376","1296","jari manis","7",1.57413989630319
"1377","1345","jari manis","7",0.705563624861268
"1378","1829","jari manis","7",2.24569903930531
"1379","1452","jari manis","7",2.04481472902721
"1380","1119","jari manis","7",1.99787610018728
"1381","1142","jari manis","7",1.34089483033343
"1382","1167","jari manis","7",1.35292571534815
"1383","1209","jari manis","7",1.18381446203514
"1384","1262","jari manis","7",0.977405882566566
"1385","1265","jari manis","7",1.55523264484652
"1386","1268","jari manis","7",1.21896327860242
"1387","1640","jari manis","7",1.30456344038392
"1388","1832","jari manis","7",1.32961138376532
"1389","1960","jari manis","7",2.38527338698892
"1390","2092","jari manis","7",1.17160728095375
"1391","3465","somat","2",1.85821756116535
"1392","3358","somat","2",2.42855339114377
"1393","3467","somat","2",2.0154951488847
"1394","3354","somat","2",2.521196182724
"1395","3463","somat","2",2.1038435999472
"1396","3677","kayla","7",1.48356334934691
"1397","3681","kayla","7",1.95473252112146
"1398","2493","kayla","6",1.83019538759174
"1399","3843","kayla","7",1.60193410530826
"1400","4167","kayla","7",1.71057164717628
"1401","3704","kayla","7",1.50374284528493
"1402","3633","kayla","7",1.70387480790349
"1403","3769","kayla","7",1.25812628221379
"1404","3702","kayla","7",1.23687838530108
"1405","2748","kayla","6",2.0908206880968
"1406","2236","kayla","6",2.24554954837267
"1407","1983","kayla","6",2.02764502584236
"1408","2496","kayla","6",1.97910535740866
"1409","2344","kayla","6",1.81612822833171
"1410","3692","kayla","7",1.49017486916037
"1411","2080","kayla","6",2.03108080695211
"1412","4335","kayla","7",1.35248886500346
"1413","2763","kayla","6",2.09722872312113
